transaction_id,transactional_date,product_id,customer_id,payment,credit_card,loyalty_card,cost,quantity,price
2489,2021-11-25 17:24:00,P0174,8,visa,4041594659302,F,2.25,1,2.99
2490,2021-11-25 17:50:00,P0289,6,visa,4041595597014,F,12.12,5,13.69
2491,2021-11-25 22:06:00,P0342,8,visa,4041597263188003,F,18.73,2,20.69
2492,2021-11-26 00:34:00,P0185,8,visa,4041590038589373,F,12.05,1,13.59
2493,2021-11-26 05:18:00,P0274,7,visa,4041592325079233,F,11.65,4,12.89
2494,2021-11-26 07:39:00,P0456,6,mastercard,5048378929127168,F,18.35,1,20.19
2495,2021-11-26 09:49:00,P0278,7,visa,4041592294284,F,13.24,1,14.69
2496,2021-11-26 11:54:00,P0467,6,mastercard,5048371707231278,F,4.66,1,4.99
2497,2021-11-26 12:19:00,P0182,9,visa,4041598074417,F,9.85,2,11.29
2498,2021-11-26 18:16:00,P0487,9,mastercard,5108758626502614,F,11.44,3,12.49
2499,2021-11-26 19:59:00,P0318,4,visa,4041591117532805,T,6.76,1,7.99
2500,2021-11-26 23:00:00,P0400,4,americanexpress,374283810265306,F,6.39,1,7.69
2501,2021-11-27 03:29:00,P0446,5,visa,4041591264202442,F,16.57,3,18.09
2502,2021-11-27 04:37:00,P0115,1,americanexpress,374288148170003,F,5.84,5,7.09
2503,2021-11-27 05:47:00,P0506,8,americanexpress,374283068028471,F,10.54,2,11.59
2504,2021-11-27 08:00:00,P0425,9,americanexpress,374283556877702,F,10.49,2,11.49
2505,2021-11-27 09:49:00,P0319,10,visa,4041598407829098,T,3.51,2,4.69
2506,2021-11-27 12:17:00,P0094,7,visa,4041599810315683,F,13.35,5,14.79
2507,2021-11-27 14:36:00,P0384,7,visa,4041595657650075,T,4.83,4,5.19
2508,2021-11-27 16:43:00,P0492,4,mastercard,5108751009621630,F,16.12,2,17.89
2509,2021-11-27 19:33:00,P0527,4,americanexpress,374283372647990,F,16.63,1,18.09
2510,2021-11-27 21:02:00,P0664,7,americanexpress,374288618004633,F,3.42,4,4.59
2511,2021-11-27 22:29:00,P0252,11,americanexpress,374288372455138,F,3.86,4,4.89
2512,2021-11-28 00:40:00,P0343,4,visa,4041590352563,F,3.66,2,4.79
2513,2021-11-28 00:49:00,P0433,7,mastercard,5048379389070302,T,9.33,1,10.79
2514,2021-11-28 05:06:00,P0486,4,americanexpress,374288162145519,F,6.52,2,7.89
2515,2021-11-28 06:18:00,P0110,8,mastercard,5048376130894477,F,14.28,3,15.19
2516,2021-11-28 09:39:00,P0456,6,visa,4041597825124,F,18.35,1,20.19
2517,2021-11-28 14:42:00,P0322,6,americanexpress,374288838817137,T,13.65,1,14.89
2518,2021-11-28 23:07:00,P0632,9,mastercard,5108750164492316,F,7.68,2,8.29
2519,2021-11-29 01:38:00,P0152,7,mastercard,5048370068047380,T,16.33,2,17.99
2520,2021-11-29 03:14:00,P0252,5,americanexpress,374283581507811,F,3.86,1,4.89
2521,2021-11-29 04:15:00,P0413,5,mastercard,5048375741679202,F,7.35,2,8.19
2522,2021-11-29 04:44:00,P0614,6,mastercard,5048378589470593,T,13.52,3,14.79
2523,2021-11-29 05:05:00,P0385,7,,4913187291568825,F,13.22,2,14.69
2524,2021-11-29 06:08:00,P0533,4,mastercard,5108751461583153,F,1.5,2,1.69
2525,2021-11-29 08:22:00,P0399,5,mastercard,5048372155917558,F,9.83,4,11.29
2526,2021-11-29 08:50:00,P0489,6,americanexpress,374283229895016,F,8.46,2,9.49
2527,2021-11-29 13:13:00,P0053,4,americanexpress,374288309335445,F,0.33,1,1.29
2528,2021-11-29 16:01:00,P0556,9,mastercard,5048378378429842,T,5.5,1,6.49
2529,2021-11-29 20:05:00,P0681,1,americanexpress,374283755412848,F,5.26,2,6.09
2530,2021-11-30 08:13:00,P0182,4,mastercard,5048377130751675,F,9.85,1,11.29
2531,2021-11-30 09:02:00,P0255,6,americanexpress,374288991950311,F,18.85,3,20.79
2532,2021-11-30 10:30:00,P0460,7,visa,4041593752090,F,4.37,2,4.99
2533,2021-11-30 12:13:00,P0352,7,visa,4041593388583871,F,2.04,2,2.59
2534,2021-11-30 13:00:00,P0444,9,visa,4041596585066921,F,13.93,1,14.89
2535,2021-11-30 13:49:00,P0329,6,mastercard,5108756086594113,F,3.45,1,4.59
2536,2021-11-30 14:00:00,P0274,9,visa,4041592525963533,F,11.65,3,12.89
2537,2021-11-30 16:54:00,P0487,5,americanexpress,374283611318288,F,11.44,3,12.49
2538,2021-12-01 02:47:00,P0155,6,americanexpress,374288780451281,F,7.92,2,8.39
2539,2021-12-01 07:17:00,P0477,5,visa,4041596466755,F,2.19,3,2.89
2540,2021-12-01 08:31:00,P0568,3,visa,4041592699580220,F,13.26,4,14.69
2541,2021-12-01 08:52:00,P0177,5,americanexpress,374283326853942,F,7.63,3,8.29
2542,2021-12-01 15:45:00,P0484,10,mastercard,5108755784602343,F,10.9,3,11.59
2543,2021-12-01 16:37:00,P0372,7,visa,4041594211120,F,5.75,1,6.89
2544,2021-12-01 19:39:00,P0256,7,mastercard,5108757070676908,F,2.08,1,2.69
2545,2021-12-01 19:53:00,P0499,6,americanexpress,374283409151917,F,16.3,4,17.99
2546,2021-12-01 22:33:00,P0561,6,mastercard,5108753019743586,F,18.52,2,20.39
2547,2021-12-01 22:57:00,P0422,4,americanexpress,374288217683092,F,4.3,2,4.99
2548,2021-12-02 01:57:00,P0747,5,visa,4041593826973635,F,14.79,1,16.19
2549,2021-12-02 02:02:00,P0592,7,mastercard,5108753163606407,F,7.44,3,8.29
2550,2021-12-02 03:47:00,P0439,5,americanexpress,374288796462025,T,18.12,2,19.79
2551,2021-12-02 04:08:00,P0309,10,americanexpress,374283817743388,F,18.17,2,19.89
2552,2021-12-02 04:39:00,P0387,7,,3556773439248489,F,4.99,1,5.59
2553,2021-12-02 05:49:00,P0441,5,mastercard,5108757015065134,T,1.98,3,2.49
2554,2021-12-02 08:45:00,P0509,7,americanexpress,374288521868579,F,11.66,3,12.89
2555,2021-12-02 10:46:00,P0331,2,visa,4041597363761,F,15.79,2,17.59
2556,2021-12-02 12:39:00,P0486,9,visa,4041591259288,F,6.52,1,7.89
2557,2021-12-02 12:58:00,P0279,8,americanexpress,374288055681299,F,1.49,4,1.69
2558,2021-12-02 13:39:00,P0270,9,americanexpress,374288555412948,F,6.97,1,8.09
2559,2021-12-02 16:47:00,P0658,9,mastercard,5048376967677763,F,2.92,3,4.09
2560,2021-12-02 19:10:00,P0176,5,visa,4041597656492038,F,14.46,3,15.59
2561,2021-12-02 19:26:00,P0658,7,mastercard,5108752575422296,F,2.92,2,4.09
2562,2021-12-03 01:43:00,P0399,7,mastercard,5048377613939706,T,9.83,2,11.29
2563,2021-12-03 03:52:00,P0412,7,americanexpress,374288869713932,F,16.11,2,17.89
2564,2021-12-03 04:43:00,P0429,7,mastercard,5048378390689977,F,0.78,1,1.59
2565,2021-12-03 07:26:00,P0180,4,americanexpress,374288374316528,F,19.25,3,21.19
2566,2021-12-03 08:11:00,P0710,7,americanexpress,374288627720930,F,4.36,2,4.99
2567,2021-12-03 10:51:00,P0209,8,visa,4041591514435,T,6.02,1,7.29
2568,2021-12-03 11:34:00,P0104,3,americanexpress,374288690988281,F,14.48,1,15.59
2569,2021-12-03 12:06:00,P0297,3,visa,4041599343175,F,17.82,4,19.29
2570,2021-12-03 12:35:00,P0263,6,americanexpress,374283399837152,F,2.27,2,3.09
2571,2021-12-03 13:53:00,P0280,7,mastercard,5048377629554689,F,6.26,3,7.59
2572,2021-12-03 14:31:00,P0173,4,mastercard,5108751999682584,F,0.93,1,1.59
2573,2021-12-03 16:02:00,P0309,5,visa,4041590110367,F,18.17,1,19.89
2574,2021-12-03 17:38:00,P0510,7,mastercard,5048379767520357,F,9.35,1,10.89
2575,2021-12-03 18:10:00,P0217,8,americanexpress,374288579892521,T,14.96,3,16.49
2576,2021-12-03 23:27:00,P0556,6,mastercard,5048377525018029,F,5.5,4,6.49
2577,2021-12-04 01:25:00,P0373,9,americanexpress,374288697303567,F,12.85,2,14.49
2578,2021-12-04 02:09:00,P0285,4,americanexpress,374283098605496,F,2.73,3,3.79
2579,2021-12-04 04:05:00,P0208,6,visa,4041595854084,F,4,3,4.89
2580,2021-12-04 05:23:00,P0387,6,americanexpress,374283881917934,F,4.99,1,5.59
2581,2021-12-04 06:05:00,P0172,5,mastercard,5048371235976402,F,19.67,2,21.39
2582,2021-12-04 06:23:00,P0195,6,americanexpress,374283789062999,F,17.91,1,19.39
2583,2021-12-04 09:45:00,P0269,7,americanexpress,374288106499030,T,13.6,2,14.79
2584,2021-12-04 13:35:00,P0218,12,americanexpress,374283810378752,F,8.4,1,9.39
2585,2021-12-04 16:21:00,P0383,5,visa,4041594733560,F,12.53,1,14.19
2586,2021-12-04 16:40:00,P0549,6,mastercard,5108757318084600,F,16.85,1,18.19
2587,2021-12-04 19:43:00,P0324,6,,67594359907303961,F,4.58,2,4.99
2588,2021-12-04 20:57:00,P0283,7,mastercard,5108750268775681,F,1.68,2,1.89
2589,2021-12-05 00:47:00,P0228,6,americanexpress,374288956798549,F,0.09,1,1.09
2590,2021-12-05 02:05:00,P0427,2,americanexpress,374288333124658,F,12.94,5,14.59
2591,2021-12-05 02:53:00,P0326,8,mastercard,5048376917161165,F,12.66,1,14.29
2592,2021-12-05 04:21:00,P0323,7,mastercard,5108751846537007,F,0.34,2,1.29
2593,2021-12-05 04:40:00,P0064,9,mastercard,5108752892848777,F,0.98,3,1.59
2594,2021-12-05 06:56:00,P0372,5,visa,4041590424401670,F,5.75,2,6.89
2595,2021-12-05 07:43:00,P0271,8,visa,4041590716633196,F,15.16,1,16.79
2596,2021-12-05 10:40:00,P0658,5,americanexpress,374283582994513,T,2.92,2,4.09
2597,2021-12-05 11:01:00,P0744,3,americanexpress,374283101710549,F,7.42,1,8.29
2598,2021-12-05 14:53:00,P0439,8,americanexpress,374288140257634,T,18.12,3,19.79
2599,2021-12-05 21:54:00,P0166,4,visa,4041591332648,F,10.88,5,11.59
2600,2021-12-06 00:05:00,P0616,10,mastercard,5108755709781339,F,11.41,4,12.39
2601,2021-12-06 04:21:00,P0637,5,americanexpress,374283234559631,T,15.32,3,17.09
2602,2021-12-06 04:36:00,P0241,6,mastercard,5048376389050532,T,2.03,1,2.59
2603,2021-12-06 05:52:00,P0570,6,visa,4041594331043,F,2.32,3,3.19
2604,2021-12-06 09:15:00,P0109,11,americanexpress,374283244448981,F,2.82,2,3.99
2605,2021-12-06 09:45:00,P0480,6,visa,4041595754839,F,12.02,4,13.49
2606,2021-12-06 11:10:00,P0267,5,,6759565860429009029,F,13.36,3,14.79
2607,2021-12-06 11:35:00,P0023,7,mastercard,5048376188511957,F,17.79,2,19.19
2608,2021-12-06 11:49:00,P0251,9,mastercard,5048372601116037,F,2.11,1,2.79
2609,2021-12-06 12:48:00,P0642,8,visa,4041590027436271,F,5.45,1,6.39
2610,2021-12-06 14:24:00,P0117,4,mastercard,5048371198482661,T,8.82,1,10.09
2611,2021-12-06 16:11:00,P0361,6,visa,4041591260872,F,8.85,2,10.19
2612,2021-12-06 17:53:00,P0032,5,mastercard,5048378101351933,T,5.52,1,6.59
2613,2021-12-06 18:03:00,P0097,6,americanexpress,374288111991229,F,9.91,1,11.29
2614,2021-12-06 18:12:00,P0125,3,mastercard,5108756495653914,F,0.81,3,1.59
2615,2021-12-06 18:50:00,P0574,5,mastercard,5048375955818272,F,9.21,1,10.69
2616,2021-12-06 22:29:00,P0376,4,mastercard,5108755308760775,F,10.3,1,11.49
2617,2021-12-06 23:54:00,P0256,6,visa,4041593001936,F,2.08,1,2.69
2618,2021-12-07 00:27:00,P0177,5,americanexpress,374283602236796,F,7.63,5,8.29
2619,2021-12-07 00:46:00,P0164,2,americanexpress,374288691473879,F,18.98,2,20.99
2620,2021-12-07 00:58:00,P0452,6,mastercard,5048375620456243,F,8.33,4,9.29
2621,2021-12-07 03:31:00,P0333,5,americanexpress,374288242694833,F,16.61,2,18.09
2622,2021-12-07 03:59:00,P0250,7,visa,4041592930284905,F,16.08,2,17.89
2623,2021-12-07 04:39:00,P0375,5,visa,4041592856421,F,15.75,2,17.59
2624,2021-12-07 06:26:00,P0600,3,,201445266618606,F,7.38,2,8.29
2625,2021-12-07 07:54:00,P0115,10,visa,4041591813439529,F,5.84,5,7.09
2626,2021-12-07 09:09:00,P0135,6,,4844218839728284,F,2.03,2,2.59
2627,2021-12-07 09:16:00,P0297,10,americanexpress,374283691334742,F,17.82,1,19.29
2628,2021-12-07 09:55:00,P0453,8,visa,4041593374858204,F,12.82,1,14.49
2629,2021-12-07 10:15:00,P0439,5,mastercard,5108753141464721,F,18.12,2,19.79
2630,2021-12-07 10:22:00,P0318,9,mastercard,5048373396177929,F,6.76,1,7.99
2631,2021-12-07 11:57:00,P0369,5,americanexpress,374283378112262,F,8.08,1,8.79
2632,2021-12-07 12:14:00,P0704,7,mastercard,5108758483318070,F,13.67,1,14.89
2633,2021-12-07 15:33:00,P0673,7,visa,4041597316292851,F,1.5,1,1.69
2634,2021-12-07 17:23:00,P0656,5,mastercard,5108757503054822,F,12.94,5,14.59
2635,2021-12-07 23:08:00,P0331,8,visa,4041597609238470,F,15.79,2,17.59
2636,2021-12-08 00:04:00,P0154,8,americanexpress,374288857978968,F,6.06,2,7.39
2637,2021-12-08 01:59:00,P0422,6,americanexpress,374288006269988,F,4.3,3,4.99
2638,2021-12-08 04:25:00,P0395,5,visa,4041597517544712,F,2.55,1,3.59
2639,2021-12-08 06:25:00,P0382,4,visa,4041597880832900,F,14.22,2,15.09
2640,2021-12-08 06:45:00,P0592,4,americanexpress,374283775571763,F,7.44,4,8.29
2641,2021-12-08 07:28:00,P0540,7,visa,4041597643733,F,18.72,4,20.69
2642,2021-12-08 07:59:00,P0549,5,americanexpress,374283265436840,F,16.85,5,18.19
2643,2021-12-08 12:17:00,P0043,9,,6304038871996013,F,18.52,3,20.39
2644,2021-12-08 14:00:00,P0396,4,americanexpress,374283070637426,F,4.18,1,4.89
2645,2021-12-08 14:07:00,P0528,4,mastercard,5048374141473456,F,0.62,3,1.49
2646,2021-12-08 16:05:00,P0137,7,visa,4041593861909,F,1.91,5,2.39
2647,2021-12-08 18:13:00,P0344,6,mastercard,5108757984641345,F,9.86,1,11.29
2648,2021-12-08 19:45:00,P0510,6,americanexpress,374283718807969,T,9.35,1,10.89
2649,2021-12-09 03:41:00,P0324,6,mastercard,5108754873392403,F,4.58,2,4.99
2650,2021-12-09 05:32:00,P0208,4,mastercard,5048374573614791,F,4,1,4.89
2651,2021-12-09 05:35:00,P0423,3,mastercard,5048371407065901,F,14.04,2,14.89
2652,2021-12-09 06:26:00,P0658,2,visa,4041594513462635,F,2.92,2,4.09
2653,2021-12-09 06:50:00,P0340,6,mastercard,5048375823495451,T,19.56,1,21.29
2654,2021-12-09 13:21:00,P0215,3,americanexpress,374288327871728,F,0.81,2,1.59
2655,2021-12-09 14:06:00,P0064,5,mastercard,5048375358799020,F,0.98,3,1.59
2656,2021-12-09 20:00:00,P0276,3,mastercard,5048374587560386,F,18.02,4,19.69
2657,2021-12-09 20:17:00,P0705,7,americanexpress,374288232089416,F,16.57,4,18.09
2658,2021-12-09 21:37:00,P0364,6,visa,4041595595946734,F,15.78,3,17.59
2659,2021-12-09 22:44:00,P0441,8,visa,4041599112968,F,1.98,1,2.49
2660,2021-12-09 23:35:00,P0486,8,visa,4041597481530,F,6.52,3,7.89
2661,2021-12-10 01:59:00,P0457,6,americanexpress,374288736221101,T,2.02,3,2.59
2662,2021-12-10 03:25:00,P0049,3,visa,4041594266465769,T,19.78,3,21.39
2663,2021-12-10 06:33:00,P0265,2,visa,4041594086159,F,19.23,1,21.19
2664,2021-12-10 07:14:00,P0242,6,americanexpress,374283649365368,F,1.6,2,1.79
2665,2021-12-10 08:12:00,P0541,5,visa,4041598773079872,F,2.8,3,3.89
2666,2021-12-10 11:02:00,P0164,6,mastercard,5108758099148481,F,18.98,5,20.99
2667,2021-12-10 13:26:00,P0642,7,mastercard,5108750370832479,F,5.45,1,6.39
2668,2021-12-10 14:15:00,P0741,8,americanexpress,374283741919740,F,8.06,2,8.69
2669,2021-12-10 14:56:00,P0346,7,americanexpress,374288385984793,F,12.21,3,13.79
2670,2021-12-10 16:49:00,P0171,5,americanexpress,374288396742404,F,5.57,2,6.69
2671,2021-12-10 17:53:00,P0278,7,americanexpress,374288533538111,F,13.24,1,14.69
2672,2021-12-10 18:17:00,P0543,10,visa,4041590114559,F,17.45,1,18.49
2673,2021-12-10 20:14:00,P0533,5,americanexpress,374283259373850,F,1.5,1,1.69
2674,2021-12-10 20:45:00,P0261,5,americanexpress,374288178341375,F,2.43,1,3.39
2675,2021-12-10 22:16:00,P0548,7,mastercard,5108754750792907,F,12.25,2,13.89
2676,2021-12-10 22:53:00,P0372,6,americanexpress,374288961520946,F,5.75,5,6.89
2677,2021-12-10 23:31:00,P0529,5,mastercard,5048375879138377,T,17.59,2,18.79
2678,2021-12-10 23:58:00,P0382,7,visa,4041590635686,F,14.22,2,15.09
2679,2021-12-11 00:26:00,P0218,6,visa,4041599691521920,F,8.4,2,9.39
2680,2021-12-11 05:47:00,P0514,4,visa,4041590806418722,T,18.98,1,20.99
2681,2021-12-11 06:57:00,P0463,4,mastercard,5048374973056148,F,12.96,3,14.59
2682,2021-12-11 09:47:00,P0361,8,americanexpress,374288167557478,F,8.85,3,10.19
2683,2021-12-11 11:06:00,P0200,7,americanexpress,374283847720034,F,19.29,2,21.19
2684,2021-12-11 19:50:00,P0513,3,,372301382541813,F,0.97,1,1.59
2685,2021-12-11 20:59:00,P0140,6,americanexpress,374283706971090,F,1.11,1,1.69
2686,2021-12-11 21:59:00,P0679,7,mastercard,5108754656332568,F,10.51,1,11.59
2687,2021-12-12 00:45:00,P0623,6,mastercard,5108759995801330,F,16.64,1,18.09
2688,2021-12-12 05:05:00,P0469,6,visa,4041599006641207,F,0.92,3,1.59
2689,2021-12-12 05:15:00,P0358,4,americanexpress,374283485846802,F,8.86,2,10.19
2690,2021-12-12 06:53:00,P0222,8,americanexpress,374283872210570,F,16.56,2,18.09
2691,2021-12-12 12:35:00,P0568,7,mastercard,5048379041506073,F,13.26,2,14.69
2692,2021-12-12 12:36:00,P0478,6,visa,4041591493817218,T,18.67,1,20.59
2693,2021-12-12 13:50:00,P0112,7,visa,4041593455381803,F,17.89,4,19.39
2694,2021-12-12 15:04:00,P0478,7,visa,4041599997798,F,18.67,1,20.59
2695,2021-12-12 16:54:00,P0293,6,visa,4041598868982,F,18.19,3,19.89
2696,2021-12-12 17:59:00,P0440,2,mastercard,5108752853439699,T,8.88,3,10.19
2697,2021-12-12 23:07:00,P0279,1,mastercard,5048376494801811,T,1.49,3,1.69
2698,2021-12-13 01:34:00,P0595,3,visa,4041593900939,F,17.58,1,18.79
2699,2021-12-13 01:45:00,P0276,7,mastercard,5048377136290694,F,18.02,1,19.69
2700,2021-12-13 07:21:00,P0521,6,visa,4041593276982730,F,16.37,2,17.99
2701,2021-12-13 11:34:00,P0511,7,visa,4041590989240,F,7.06,4,8.19
2702,2021-12-13 11:50:00,P0331,6,americanexpress,374288351706782,F,15.79,2,17.59
2703,2021-12-13 12:01:00,P0658,11,mastercard,5108758104448082,F,2.92,3,4.09
2704,2021-12-13 12:56:00,P0362,4,mastercard,5048371261154726,F,3.73,5,4.79
2705,2021-12-13 16:24:00,P0178,5,mastercard,5048372565577877,F,15.78,1,17.59
2706,2021-12-13 16:43:00,P0521,7,mastercard,5108753793945670,F,16.37,1,17.99
2707,2021-12-13 17:39:00,P0505,3,mastercard,5048372286455700,F,3.97,1,4.89
2708,2021-12-13 22:29:00,P0328,5,americanexpress,374283274887066,F,3.18,1,4.39
2709,2021-12-13 23:25:00,P0432,5,,3556369223574519,F,17.36,4,18.39
2710,2021-12-14 00:34:00,P0384,6,mastercard,5048371806770887,F,4.83,1,5.19
2711,2021-12-14 02:07:00,P0381,5,visa,4041593828841,F,5.05,2,5.69
2712,2021-12-14 04:34:00,P0259,9,americanexpress,374288434079033,F,5.21,1,5.99
2713,2021-12-14 05:50:00,P0176,6,mastercard,5108755935250380,F,14.46,1,15.59
2714,2021-12-14 07:58:00,P0478,5,americanexpress,374288739432275,F,18.67,3,20.59
2715,2021-12-14 10:32:00,P0352,7,mastercard,5048371071131914,T,2.04,1,2.59
2716,2021-12-14 10:39:00,P0055,3,visa,4041596054775,F,4.06,3,4.89
2717,2021-12-14 12:06:00,P0096,7,visa,4041593056192567,F,15.64,2,17.49
2718,2021-12-14 16:56:00,P0318,5,mastercard,5048377449298871,F,6.76,2,7.99
2719,2021-12-14 19:06:00,P0403,4,americanexpress,374283341708063,F,18.82,3,20.79
2720,2021-12-14 20:26:00,P0739,6,visa,4041599187945,F,10.65,1,11.59
2721,2021-12-14 20:54:00,P0290,7,visa,4041597704287,F,18.11,2,19.79
2722,2021-12-14 21:12:00,P0390,11,americanexpress,374283964052054,F,14.31,2,15.19
2723,2021-12-14 21:33:00,P0399,9,visa,4041595941527,F,9.83,3,11.29
2724,2021-12-14 23:52:00,P0127,7,mastercard,5048379526167508,F,13.91,1,14.89
2725,2021-12-15 01:28:00,P0446,9,visa,4041599014982,F,16.57,1,18.09
2726,2021-12-15 02:16:00,P0103,3,mastercard,5048376852141230,F,10.61,4,11.59
2727,2021-12-15 07:40:00,P0426,2,visa,4041590092417057,F,16,1,17.79
2728,2021-12-15 07:49:00,P0118,6,visa,4041590604223225,F,2.82,2,3.99
2729,2021-12-15 07:52:00,P0336,6,mastercard,5108751080912288,F,8.17,1,8.89
2730,2021-12-15 09:01:00,P0166,2,visa,4041599381313851,F,10.88,1,11.59
2731,2021-12-15 15:58:00,P0575,9,visa,4041593143620661,T,2.81,3,3.99
2732,2021-12-15 16:11:00,P0563,8,mastercard,5048376938543649,F,9.86,4,11.29
2733,2021-12-15 17:33:00,P0541,5,visa,4041594127485394,T,2.8,3,3.89
2734,2021-12-15 17:40:00,P0293,6,americanexpress,374288025733170,F,18.19,2,19.89
2735,2021-12-15 20:26:00,P0000,3,visa,4041599338626603,F,19.02,1,20.99
2736,2021-12-15 20:48:00,P0079,8,americanexpress,374288182296292,F,0.09,3,1.09
2737,2021-12-15 22:40:00,P0565,4,visa,4041596217368620,T,16.25,4,17.99
2738,2021-12-16 00:09:00,P0328,3,visa,4041591498043,F,3.18,2,4.39
2739,2021-12-16 00:58:00,P0728,5,visa,4041591607729739,F,12.25,1,13.89
2740,2021-12-16 04:57:00,P0360,6,americanexpress,374288392540554,T,5.54,5,6.59
2741,2021-12-16 05:10:00,P0211,5,americanexpress,374283834710329,F,17.54,2,18.69
2742,2021-12-16 10:57:00,P0394,8,americanexpress,374288063745391,F,8.44,2,9.49
2743,2021-12-16 11:26:00,P0435,5,visa,4041597703185023,F,7.88,2,8.39
2744,2021-12-16 12:47:00,P0347,10,mastercard,5048375856972350,F,5.37,2,6.29
2745,2021-12-16 14:32:00,P0510,10,americanexpress,374283639807940,F,9.35,2,10.89
2746,2021-12-16 15:08:00,P0467,5,visa,4041592230429,F,4.66,1,4.99
2747,2021-12-16 16:09:00,P0297,4,americanexpress,374288515275245,F,17.82,2,19.29
2748,2021-12-16 18:12:00,P0468,6,americanexpress,374288906465561,F,13.48,2,14.79
2749,2021-12-16 20:23:00,P0295,8,visa,4041592653760,F,1.43,2,1.69
2750,2021-12-16 21:10:00,P0029,4,americanexpress,374283138479654,F,5.05,2,5.69
2751,2021-12-17 00:50:00,P0407,7,mastercard,5048376360676131,F,12.35,3,13.99
2752,2021-12-17 00:59:00,P0435,10,americanexpress,374288911635836,T,7.88,1,8.39
2753,2021-12-17 02:01:00,P0519,6,americanexpress,374283262627045,F,12.45,2,14.09
2754,2021-12-17 02:50:00,P0567,7,americanexpress,374288287725815,F,1.46,2,1.69
2755,2021-12-17 06:26:00,P0719,7,mastercard,5108750189333768,F,5.75,4,6.89
2756,2021-12-17 06:44:00,P0463,6,americanexpress,374283273270603,F,12.96,1,14.59
2757,2021-12-17 08:05:00,P0463,5,visa,4041596391954591,F,12.96,4,14.59
2758,2021-12-17 09:51:00,P0374,8,visa,4041594771224941,F,6.65,2,7.99
2759,2021-12-17 14:06:00,P0602,6,visa,4041591070842,F,15.81,1,17.59
2760,2021-12-17 15:56:00,P0397,8,mastercard,5108752506245501,F,13.67,3,14.89
2761,2021-12-17 17:35:00,P0356,5,visa,4041598866838,T,2.39,5,3.29
2762,2021-12-17 18:52:00,P0389,5,mastercard,5108751783539073,T,5.95,1,7.19
2763,2021-12-18 00:34:00,P0327,6,mastercard,5108753035312622,T,7.13,1,8.19
2764,2021-12-18 02:02:00,P0324,6,mastercard,5108759976495813,F,4.58,4,4.99
2765,2021-12-18 02:35:00,P0441,3,americanexpress,374288704300424,F,1.98,2,2.49
2766,2021-12-18 06:16:00,P0483,7,americanexpress,374283679650788,F,17.52,5,18.69
2767,2021-12-18 10:51:00,P0339,7,mastercard,5048379027985036,F,19.62,1,21.39
2768,2021-12-18 13:21:00,P0192,7,visa,4041593156856152,F,6.58,1,7.89
2769,2021-12-18 15:12:00,P0581,5,mastercard,5108758866838876,F,0.51,2,1.49
2770,2021-12-18 18:48:00,P0250,4,visa,4041593493884552,F,16.08,1,17.89
2771,2021-12-18 20:29:00,P0298,8,mastercard,5108757880996074,T,5,6,5.59
2772,2021-12-18 22:36:00,P0256,3,americanexpress,374288262568180,F,2.08,3,2.69
2773,2021-12-18 23:58:00,P0598,7,americanexpress,374288249601237,T,11.99,5,13.49
2774,2021-12-19 00:37:00,P0645,5,mastercard,5048376631842108,F,8.65,1,9.79
2775,2021-12-19 02:21:00,P0171,7,mastercard,5048374340835653,T,5.57,1,6.69
2776,2021-12-19 03:35:00,P0282,6,americanexpress,374283205018013,F,10.86,2,11.59
2777,2021-12-19 03:39:00,P0395,7,americanexpress,374288072629263,F,2.55,2,3.59
2778,2021-12-19 04:13:00,P0347,5,americanexpress,374288683092653,T,5.37,2,6.29
2779,2021-12-19 05:38:00,P0111,5,americanexpress,374283009023805,F,11.74,2,13.09
2780,2021-12-19 06:20:00,P0366,4,visa,4041598449279476,F,13.27,1,14.69
2781,2021-12-19 08:48:00,P0376,6,americanexpress,374283315463257,F,10.3,4,11.49
2782,2021-12-19 10:36:00,P0545,7,,30520056069082,F,6.62,2,7.89
2783,2021-12-19 11:11:00,P0339,8,mastercard,5108752772432619,F,19.62,1,21.39
2784,2021-12-19 12:04:00,P0395,7,americanexpress,374283398479097,F,2.55,2,3.59
2785,2021-12-19 13:46:00,P0400,7,mastercard,5048375565090494,T,6.39,2,7.69
2786,2021-12-19 21:21:00,P0510,8,mastercard,5048370633881776,T,9.35,1,10.89
2787,2021-12-20 02:23:00,P0371,7,mastercard,5048377615539207,F,5.38,4,6.29
2788,2021-12-20 03:03:00,P0314,4,americanexpress,374288100530954,F,14.84,1,16.29
2789,2021-12-20 03:25:00,P0550,8,americanexpress,374288937509015,F,15.35,2,17.09
2790,2021-12-20 06:36:00,P0358,6,americanexpress,374283847888096,F,8.86,1,10.19
2791,2021-12-20 06:37:00,P0503,3,americanexpress,374283876756420,F,12.07,1,13.59
2792,2021-12-20 07:22:00,P0383,4,mastercard,5108752888816408,F,12.53,1,14.19
2793,2021-12-20 09:32:00,P0469,9,americanexpress,374283361673023,F,0.92,5,1.59
2794,2021-12-20 10:55:00,P0490,4,americanexpress,374283096125513,F,5.54,4,6.59
2795,2021-12-20 11:27:00,P0027,3,mastercard,5108759291432046,F,12.28,1,13.89
2796,2021-12-20 22:28:00,P0219,7,visa,4041590260923,F,13.98,4,14.89
2797,2021-12-21 00:19:00,P0459,4,visa,4041595800020,F,8.82,1,10.09
